alpha_M,b1,gamma_M,alpha_Y,g1,b2,gamma_Y,chain,draw,indirect_effect,total_effect,prop_mediated
-0.1754912565352219,0.5297283252915023,0.17545905202378792,-0.22045528501674894,0.22500564144851207,0.2753996659125468,0.08509842928169965,1,0,0.14588700380969263,0.3708926452582047,0.39334024460940803
-0.15544514001838494,0.6873876438482218,0.3994308755571401,-0.2933446889921278,0.3059516431732855,0.30977731119485147,0.22175699293368434,1,1,0.21293709605986633,0.5188887392331518,0.4103713955607495
-0.1654502787069446,0.5456484644351399,-0.005107352303893642,-0.03454297371177083,0.25060447618472415,0.36470315582001367,-0.08992358973719797,1,2,0.19899971694784002,0.44960419313256417,0.4426109008488844
-0.231054663957255,0.39130343682188723,0.4302595050620923,-0.037613074772066865,0.40875380313815657,0.18682454265405343,-0.26309293268622813,1,3,0.07310508562320837,0.48185888876136496,0.15171471841295187
-0.29116979884551947,0.44203498500702404,0.3714532506288485,-0.16857938628744173,0.21938826896502542,0.34744333933615557,0.06119746515815454,1,4,0.1535821112942479,0.3729703802592733,0.4117809869713624
-0.3244410937943154,0.581481735230203,0.3602722111694724,-0.07443838854419788,0.27264634869608156,0.20994527115795977,-0.1808065274169512,1,5,0.12207934057630593,0.3947256892723875,0.3092764010402751
-0.17637913350059656,0.5283456804073194,0.2789526231647038,-0.24574948566153082,0.44396139566172915,0.2664802828446827,0.2248790268984286,1,6,0.14079370635470884,0.584755102016438,0.24077379721733663
-0.09750607977001945,0.39026852820417707,0.08356535139658697,-0.013019049514876646,0.13144979548854097,0.4259873366614921,-0.21510434500187112,1,7,0.1662494509124978,0.29769924640103873,0.5584476713405537
-0.30447532206182915,0.6593286187678178,0.21025274760042695,0.0031173381120688237,0.3769560374824947,0.3524140307999615,-0.23187637883885018,1,8,0.23235665616173778,0.6093126936442325,0.38134222146602276
-0.39640631983472313,0.45331002635506945,0.44966612241521586,-0.13782423333494007,0.1564499794009002,0.4012244056307967,0.1056570200182736,1,9,0.18187904589079354,0.33832902529169373,0.5375803797323765
-0.330892627760462,0.3828281491461234,0.36668385538424286,-0.1392784720244982,0.18437890794647657,0.39661617123912246,-0.049489611553182405,1,10,0.1518358347568952,0.33621474270337176,0.4516037385393704
-0.01001860001491145,0.23234766899361128,0.048914245302611084,0.028619780987518675,0.19755841277998532,0.3263486602076708,-0.054023838894061975,1,11,0.07582635047844041,0.27338476325842576,0.27736128954181366
0.15183284669176078,0.3677377414991812,-0.1540223499083104,0.05890213017914435,0.1896547663170629,0.2802213427183353,-0.3881623643825415,1,12,0.10304796369110866,0.2927027300081716,0.35205672215025735
-0.19370236215157383,0.5226320871387581,0.41632619490955347,-0.13039948412721486,0.3506468342702598,0.35990608688422127,0.04821126490686756,1,13,0.18809846936224375,0.5387453036325035,0.34914173375430874
-0.020872998521921038,0.32390199707013134,0.0036715575306757453,-0.12366242491480066,0.20047277664770055,0.3605577465022716,0.046986954180799595,1,14,0.11678537415119195,0.3172581507988925,0.3681083491696366
-0.3978264303140203,0.5225402452948228,0.5708590736346402,-0.15135859663171933,0.14001532005509346,0.4443819747312974,0.07251108352497637,1,15,0.2322074660806899,0.37222278613578336,0.6238400085372066
-0.3057300955593492,0.5137362901051477,0.34328263506910545,-0.003250051966219941,0.14549418160638505,0.43179722728924314,0.02461303158007261,1,16,0.221829905625265,0.36732408723165005,0.6039078659313994
-0.04681567172504976,0.4135991001602057,0.0996302857084353,-0.30273617453084417,0.24162585450442814,0.296985381359966,0.24252277944461476,1,17,0.12283288649121746,0.36445874099564557,0.33702823577685853
-0.16011822211169677,0.43065384533166995,0.05747416534654329,0.050226769947626024,0.40187728408944834,0.25413739624221354,-0.11444578896059,1,18,0.10944524693428755,0.5113225310237359,0.21404346629350277
-0.16285264694920584,0.7074342975264007,-0.026260956068130586,-0.03792299880178383,0.25513328123460977,0.44421786572333505,-0.13613045059188678,1,19,0.3142549537866645,0.5693882350212742,0.5519168371557992
0.057671763775766105,0.45788492435310724,0.0873278022912893,-0.2833428998379878,0.237705992257295,0.3286304905686654,-0.01390619307856424,1,20,0.15047494731415786,0.38818093957145283,0.38764125688469
-0.18543303072662837,0.4620272381570776,0.23337117609294789,-0.22365855862442238,0.3927597216325993,0.27006391483355213,-0.03259598382068527,1,21,0.1247768846964343,0.5175366063290336,0.2410976985405841
0.0044656965820997485,0.46545241197627885,-0.2056557521649208,0.11738829836620666,0.44474804442047433,0.3739430513066615,-0.14800625733409833,1,22,0.17405269517245497,0.6188007395929294,0.28127421968977195
0.06292581869017536,0.22259498826338664,0.12771182277371876,-0.04961617583590433,0.18346748705774224,0.48949300532740164,-0.0517397899956487,1,23,0.10895868977586282,0.29242617683360506,0.3726023810715891
-0.2926760144009731,0.40789770273267,0.3998011345454109,-0.23985681875234355,0.3841605042491224,0.2439235342131894,0.05684730690199391,1,24,0.09949584924799379,0.4836563534971162,0.20571599758502299
0.02092632257505328,0.6245044639377463,-0.04260165379317146,0.02261349822807872,0.27506516960756033,0.33212767404899396,-0.08995281560816232,1,25,0.2074152150408575,0.4824803846484178,0.4298935700608853
-0.09634716396245561,0.567110410880736,0.050179528325160955,-0.2545262072586265,0.351952924977105,0.3352618986166253,-0.01627826803832598,1,26,0.19013051307713003,0.542083438054235,0.35074030994119326
-0.20807464789712224,0.45019473949219224,0.0976949907399556,0.06303752894754057,0.4940003572308111,0.26148941691119243,-0.16411025471566976,1,27,0.11772115992629953,0.6117215171571107,0.1924424049580469
-0.07779834213028465,0.6235033206846736,0.22527636048891828,-0.1881417528664429,0.2463105949118733,0.3161310414777335,-0.06493936761950207,1,28,0.19710875413287116,0.44341934904474445,0.44451996638735164
-0.38705988576333283,0.6097607089468673,0.5163589677616013,-0.11811374266148687,0.09745963396501392,0.4312135972179696,-0.05656161539037517,1,29,0.26293710874715803,0.3603967427121719,0.7295768179490755
-0.12452532038454592,0.45872517939062607,0.10851666343988028,-0.25533100922300417,0.1646387203704442,0.34889527836354167,0.18898959305405247,1,30,0.16004704915585807,0.32468576952630224,0.49292905380287366
-0.42907807974055845,0.40775506969529685,0.3728195337218383,-0.2653358824270011,0.26203177029160024,0.2196684641968914,0.1646039725231715,1,31,0.08957092992846227,0.3516027002200625,0.25475040399974536
-0.23763091524516033,0.4756884271842795,0.12850482927460455,-0.3176391464157024,0.2783108669630983,0.3208751981460714,0.29050206759071706,1,32,0.15263661832854875,0.43094748529164706,0.3541884418359019
-0.10054959992355215,0.47527916711167956,0.27431162291788325,-0.2222117701034575,0.1831337150229742,0.4014479425048515,0.06615591590898649,1,33,0.19079984375240325,0.3739335587753775,0.5102506562322667
-0.2993817868965122,0.4201646838515711,-0.010595635377851936,-0.13804446110695004,0.1912517302956,0.3295921362988213,-0.018187504018656087,1,34,0.13848297574795818,0.32973470604355815,0.4199830142528718
0.12319769020175902,0.43044340919410484,-0.21260162934701474,0.05676152320790863,0.4075525779625173,0.35560861022636325,-0.11401163271183506,1,35,0.1530693825246134,0.5606219604871308,0.2730349385379226
-0.3372291575927951,0.6150867298767775,0.3412801859533853,0.0621559511640359,0.293579626888923,0.2820936674255452,-0.23353184282595538,1,36,0.17351207141572583,0.4670916983046488,0.37147325042492396
0.21921275329627793,0.5715396901348114,-0.4251273835264513,-0.13468583734889295,0.25879545162945056,0.45591185937224554,-0.05513811836781285,1,37,0.26057172283439894,0.5193671744638495,0.5017100341456716
-0.07937408160410754,0.5399669821100391,0.184929194843522,-0.0590241819447325,0.28923649525924267,0.3236695342470964,-0.0388201608224355,1,38,0.17477086160836658,0.46400735686760924,0.37665536768252633
0.11069985418060552,0.6270792297869885,-0.143342325234687,-0.1949188364935794,0.41652448815030646,0.334955299799192,0.23693983808455238,1,39,0.21004351141114713,0.6265679995614536,0.33522859698893087
-0.05356061556546077,0.3089282489727999,0.10763507033590819,-0.31228035082567296,0.30503694001993925,0.2487944400429269,0.27474813527934616,1,40,0.07685963071662966,0.3818965707365689,0.2012577137532015
-0.2648496034696095,0.6829615128956087,0.1945661108673426,-0.08471931263031442,0.16896628313400563,0.32572920517796533,-0.14057840527531718,1,41,0.22246051076262735,0.391426793896633,0.5683323528980854
-0.18932608402444867,0.5517672860584609,0.22948390036291555,0.20499465772315245,0.33984059151277607,0.24346081746612602,-0.25918845125028045,1,42,0.1343337145148587,0.4741743060276348,0.28330028178926625
-0.2964532256799866,0.575478682605747,0.16002488504038348,-0.3109588784826906,0.30171198550512485,0.41971292075731537,0.1446888422747727,1,43,0.24153583871003012,0.5432478242151549,0.4446144612893454
-0.3233775919885905,0.4684967571210478,0.37305102670017054,-0.14227565718171692,0.30220460415575096,0.31528846155291795,-0.03689053002851019,1,44,0.14771162179522623,0.4499162259509772,0.3283091679634619
-0.5335554645163599,0.264550037733315,0.2149923209948831,0.007798744029675175,0.20328667671093953,0.3771992093220889,-0.14777732839711272,1,45,0.09978806505913519,0.3030747417700747,0.3292523305516453
-0.4312790190622544,0.3535401737874888,0.4625132501061284,0.1910037016607835,0.4148898908375219,0.32002184621218843,-0.49954386472328477,1,46,0.11314057912565012,0.528030469963172,0.21426903476524983
-0.2458617386810172,0.484018360381009,0.5047757239811326,-0.5382719094278106,0.3575153049760068,0.2727757986106738,0.3188302168882134,1,47,0.13202849479515863,0.48954379977116547,0.26969700128338797
-0.40196899038714007,0.4247138593003937,0.3742870436628878,-0.1404704811233295,0.38862739129992085,0.2883962634529884,-0.13597936887257123,1,48,0.12248589005893179,0.5111132813588526,0.2396452890703391
-0.23092895407347042,0.5803244811659533,0.13531742330777324,-0.09358520785433302,0.3294258157681781,0.37224112509156193,-0.12603803544224956,1,49,0.2160206377873914,0.5454464535555694,0.39604371131067123
-0.24456280892818955,0.48925028994662695,0.15787645662443966,0.013072153983282722,0.29468551936276904,0.22203260420004145,-0.24436023023294556,1,50,0.10862951598247494,0.403315035345244,0.2693415976656719
-0.44266721218130606,0.5429729341740297,0.5203689175624531,-0.09637845444263493,0.4034998546984391,0.3617578688078418,0.046238523175446855,1,51,0.19642473148713754,0.5999245861855766,0.3274157052572885
0.02809692479749401,0.7387528484948569,0.29686771250919386,-0.14282655441343386,0.2772937183627054,0.3381395450572959,-0.03705959970770383,1,52,0.24980155209983235,0.5270952704625378,0.4739210653144847
-0.2277767813321736,0.3832423751686755,-0.09178323616662615,-0.008373918017857682,0.18630226957283907,0.33820277696212053,-0.0222881431019928,1,53,0.12961363553160488,0.31591590510444395,0.41027891738706135
-0.17336470637217424,0.6729631496548065,0.08901478682858445,-0.013210821861426691,0.4307673816285133,0.37473546436536764,-0.1335341792701593,1,54,0.2521831583866743,0.6829505400151876,0.36925537591794894
-0.3325275586441443,0.37920714494777596,0.47047620554109404,-0.2312402853405845,0.11316866084209265,0.38438177722306055,-0.01738766140655019,1,55,0.14576031631070885,0.2589289771528015,0.5629355119442327
-0.33102798204391004,0.6885201788032727,0.20345893978342433,0.10108685682420483,0.3086208424669087,0.2923928676602695,-0.18093571164753022,1,56,0.2013183895222504,0.5099392319891591,0.3947889805162711
-0.22512572403421036,0.3076507019630218,0.3010521182751309,-0.22994082975771446,0.42888183510382494,0.312026771011712,0.07019015511023396,1,57,0.09599525513300826,0.5248770902368332,0.18289092231039009
-0.21032113814213627,0.4069142459396342,0.3194973724187333,0.003634490948411173,0.280830428983766,0.15369128634042456,-0.02349099034189977,1,58,0.06253917388870626,0.34336960287247226,0.1821336931560985
-0.17388120045340077,0.6079984372816003,0.3147360273319014,-0.23318665584844678,0.2612262087346995,0.3260314322736052,0.25255363237088957,1,59,0.19822660132703387,0.45945281006173333,0.4314406114969666
-0.00448691175504784,0.6507839642016462,-0.03977482319013434,-0.2720210918829737,0.19794057361247297,0.3537305631533669,0.22411434289388654,1,60,0.23020217814822885,0.4281427517607018,0.5376762241134326
0.06527476900397497,0.602874617996056,-0.13758485734248913,-0.19620200139057764,0.2614667985712443,0.5026080745079833,0.12704760363477893,1,61,0.3030096509207337,0.564476449491978,0.5367976842850375
0.0056091675188527645,0.5800150378678829,-0.004129367666507344,-0.21971557231884076,0.21290815611866068,0.3207525442556599,0.04027247631789885,1,62,0.18604129910266637,0.3989494552213271,0.4663279938543978
-0.28623298847235223,0.3849242574956167,0.45113077558315406,-0.3191582466659782,0.3367537004141738,0.2815093192547971,0.1745447177904916,1,63,0.1083597656922493,0.4451134661064231,0.24344301833892695
0.08002827471812365,0.3909397315471445,-0.17700860949968353,-0.15967029057103263,0.3166502601027841,0.17904634852552267,0.03577182446018459,1,64,0.06999633142706431,0.38664659152984837,0.18103439409645158
-0.07392885674213687,0.5089230315826286,-0.02645392735873653,-0.015735355281507615,0.1494326964401184,0.5013806088576157,-0.22415280513490052,1,65,0.2551641394365619,0.40459683587668027,0.6306627160928542
0.03823381889030372,0.7090797533985881,-0.05939490723295163,-0.2645786425935372,0.28869064772258035,0.2281326187916622,-0.015323699959258176,1,66,0.16176422107496594,0.45045486879754626,0.3591130483432952
-0.12659452829177759,0.3104691592805933,0.27387451554380976,-0.14642645055691794,0.3600347968311506,0.38484966955041433,-0.08984995139264143,1,67,0.11948395335473129,0.47951875018588186,0.24917472634472423
-0.0850630569567557,0.36854011302871703,0.2798755710030858,-0.1578235766778219,0.23959158552489718,0.28308455008710043,-0.05720735385822668,1,68,0.1043280120857835,0.3439195976106807,0.3033500062531578
-0.029934066639273033,0.5037895926436858,0.014185237162280873,-0.104618870089565,0.2904129001542217,0.3890141191967322,0.08300323961225387,1,69,0.19598126464276394,0.48639416479698566,0.40292684169959947
0.11024489777738128,0.6028189423048381,-0.11236010296242474,0.05332569956858736,0.22050907563055638,0.3935906211738874,-0.22216487102821847,1,70,0.237263881957147,0.4577729575877034,0.5183003452354223
-0.10281582194654453,0.4170900961805619,0.05202608205705188,-0.16300864665224551,0.3688649989818713,0.36700873137436335,0.05241849298073811,1,71,0.15307570706803922,0.5219407060499105,0.2932817948355256
